group,m_final_susceptible_n,m_final_susceptible_mean,m_final_susceptible_std,m_final_susceptible_p25,m_final_susceptible_p50,m_final_susceptible_p75,m_final_exposed_n,m_final_exposed_mean,m_final_exposed_std,m_final_exposed_p25,m_final_exposed_p50,m_final_exposed_p75,m_final_infected_n,m_final_infected_mean,m_final_infected_std,m_final_infected_p25,m_final_infected_p50,m_final_infected_p75,m_final_recovered_n,m_final_recovered_mean,m_final_recovered_std,m_final_recovered_p25,m_final_recovered_p50,m_final_recovered_p75,m_ever_infected_n,m_ever_infected_mean,m_ever_infected_std,m_ever_infected_p25,m_ever_infected_p50,m_ever_infected_p75,m_ticks_n,m_ticks_mean,m_ticks_std,m_ticks_p25,m_ticks_p50,m_ticks_p75,m_deaths_n,m_deaths_mean,m_deaths_std,m_deaths_p25,m_deaths_p50,m_deaths_p75,m_final_resources_n,m_final_resources_mean,m_final_resources_std,m_final_resources_p25,m_final_resources_p50,m_final_resources_p75
all_runs,10,25.000000,79.056942,0.000000,0.000000,0.000000,10,33.100000,12.196994,33.500000,36.500000,38.000000,10,98.200000,35.928324,99.250000,103.500000,116.250000,10,284.600000,100.328571,303.750000,320.000000,322.250000,10,475.000000,79.056942,500.000000,500.000000,500.000000,10,8760.000000,0.000000,8760.000000,8760.000000,8760.000000,10,34.200000,12.452577,34.750000,39.000000,40.000000,10,1394.800000,9.437514,1391.000000,1400.000000,1400.000000
