group,m_final_susceptible_n,m_final_susceptible_mean,m_final_susceptible_std,m_final_susceptible_p25,m_final_susceptible_p50,m_final_susceptible_p75,m_final_exposed_n,m_final_exposed_mean,m_final_exposed_std,m_final_exposed_p25,m_final_exposed_p50,m_final_exposed_p75,m_final_infected_n,m_final_infected_mean,m_final_infected_std,m_final_infected_p25,m_final_infected_p50,m_final_infected_p75,m_final_recovered_n,m_final_recovered_mean,m_final_recovered_std,m_final_recovered_p25,m_final_recovered_p50,m_final_recovered_p75,m_ever_infected_n,m_ever_infected_mean,m_ever_infected_std,m_ever_infected_p25,m_ever_infected_p50,m_ever_infected_p75,m_ticks_n,m_ticks_mean,m_ticks_std,m_ticks_p25,m_ticks_p50,m_ticks_p75,m_deaths_n,m_deaths_mean,m_deaths_std,m_deaths_p25,m_deaths_p50,m_deaths_p75,m_final_resources_n,m_final_resources_mean,m_final_resources_std,m_final_resources_p25,m_final_resources_p50,m_final_resources_p75
all_runs,10,0.000000,0.000000,0.000000,0.000000,0.000000,10,0.000000,0.000000,0.000000,0.000000,0.000000,10,0.000000,0.000000,0.000000,0.000000,0.000000,10,485.800000,2.485514,484.500000,486.000000,487.750000,10,500.000000,0.000000,500.000000,500.000000,500.000000,10,1363.600000,68.264518,1315.000000,1348.000000,1381.000000,10,14.200000,2.485514,12.250000,14.000000,15.500000,10,-1.000000,0.000000,-1.000000,-1.000000,-1.000000
