group,m_final_susceptible_n,m_final_susceptible_mean,m_final_susceptible_std,m_final_susceptible_p25,m_final_susceptible_p50,m_final_susceptible_p75,m_final_exposed_n,m_final_exposed_mean,m_final_exposed_std,m_final_exposed_p25,m_final_exposed_p50,m_final_exposed_p75,m_final_infected_n,m_final_infected_mean,m_final_infected_std,m_final_infected_p25,m_final_infected_p50,m_final_infected_p75,m_final_recovered_n,m_final_recovered_mean,m_final_recovered_std,m_final_recovered_p25,m_final_recovered_p50,m_final_recovered_p75,m_ever_infected_n,m_ever_infected_mean,m_ever_infected_std,m_ever_infected_p25,m_ever_infected_p50,m_ever_infected_p75,m_ticks_n,m_ticks_mean,m_ticks_std,m_ticks_p25,m_ticks_p50,m_ticks_p75,m_deaths_n,m_deaths_mean,m_deaths_std,m_deaths_p25,m_deaths_p50,m_deaths_p75,m_final_resources_n,m_final_resources_mean,m_final_resources_std,m_final_resources_p25,m_final_resources_p50,m_final_resources_p75
all_runs,10,0.000000,0.000000,0.000000,0.000000,0.000000,10,0.000000,0.000000,0.000000,0.000000,0.000000,10,0.000000,0.000000,0.000000,0.000000,0.000000,10,500.000000,0.000000,500.000000,500.000000,500.000000,10,500.000000,0.000000,500.000000,500.000000,500.000000,10,1327.400000,86.625888,1280.500000,1309.500000,1317.750000,10,0.000000,0.000000,0.000000,0.000000,0.000000,10,-1.000000,0.000000,-1.000000,-1.000000,-1.000000
